Use (per week),Previous repair,Replacement,Inlet valves,Shock adsorbers and bearings,Cables and plugs,Carbon brushes,Pumps,Electronics,Doors,Detergent system,Switch,Foreign objects,Engine,Heater and thermostats,Pressure control,Drain system,Pump filters,Drive belt,Drum and tub,Other,Combined
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Detergent Drawer and Hose: Dispenses detergent into the machine,_No_No"
6,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Control Electronics: Manages the overall functioning of the washing machine, including timing, cycles, and responses to user inputs,Engine Electronics: Controls the motor that drives the washing drum, Inverter Electronics: Converts direct current (DC) to alternating current (AC) to power the motor,  Relays: Electromechanical switches used to control different parts of the machine, Program Selectors or Control Panels: Interface for users to select washing programs and settings, Line Filters: Reduce electrical noise and interference, Displays: Provide visual feedback and status to the user,//Shock Absorbers: Dampen the movement of the drum during spin cycles to reduce noise and wear,Bearings and Ball Bearings: Support the drum and allow it to spin smoothly,_No_No"
1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Carbon brushes: Components in the motor that transfer electrical current to the rotating parts,_No_No"
3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Drain Hose and Outlet Hoses: Channels water out of the machine, Drain Systems and Inlet Hoses: Control the flow of water into and out of the machine,_No_No"
6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Other Unusual Failure Modes: Any other issues not covered by the above categories, such as software glitches or rare mechanical failures,_No_No"
1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Carbon brushes: Components in the motor that transfer electrical current to the rotating parts,_No_No"
4,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Door Handles, Hinges, Locks, and Seals: Ensure the door closes securely and prevents water leaks,_No_No"
3,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Shock Absorbers: Dampen the movement of the drum during spin cycles to reduce noise and wear,Bearings and Ball Bearings: Support the drum and allow it to spin smoothly,//Door Handles, Hinges, Locks, and Seals: Ensure the door closes securely and prevents water leaks,_No_No"
7,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Door Handles, Hinges, Locks, and Seals: Ensure the door closes securely and prevents water leaks,_No_No"
5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Control Electronics: Manages the overall functioning of the washing machine, including timing, cycles, and responses to user inputs,Engine Electronics: Controls the motor that drives the washing drum, Inverter Electronics: Converts direct current (DC) to alternating current (AC) to power the motor,  Relays: Electromechanical switches used to control different parts of the machine, Program Selectors or Control Panels: Interface for users to select washing programs and settings, Line Filters: Reduce electrical noise and interference, Displays: Provide visual feedback and status to the user,_No_No"
2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Mechanical or Electronic Aquastop: Prevents flooding by stopping water flow if a leak is detected, Other Inlet Valves: Control water entry into the machine,_No_No"
7,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Circulation Pumps: Move water within the machine during washing, Drain Pumps: Remove water from the machine after washing cycles,_No_No"
5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Circulation Pumps: Move water within the machine during washing, Drain Pumps: Remove water from the machine after washing cycles,_No_No"
1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Carbon brushes: Components in the motor that transfer electrical current to the rotating parts,_No_No"
5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Door Handles, Hinges, Locks, and Seals: Ensure the door closes securely and prevents water leaks,_No_No"
4,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Carbon brushes: Components in the motor that transfer electrical current to the rotating parts,//Shock Absorbers: Dampen the movement of the drum during spin cycles to reduce noise and wear,Bearings and Ball Bearings: Support the drum and allow it to spin smoothly,_No_No"
7,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Door Handles, Hinges, Locks, and Seals: Ensure the door closes securely and prevents water leaks,_No_No"
5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Door Handles, Hinges, Locks, and Seals: Ensure the door closes securely and prevents water leaks,_No_No"
5,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,"Circulation Pumps: Move water within the machine during washing, Drain Pumps: Remove water from the machine after washing cycles,//Foreign Objects Detected: Items like coins or small clothing pieces that can block the pump or damage internal parts,_No_No"
4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Circulation Pumps: Move water within the machine during washing, Drain Pumps: Remove water from the machine after washing cycles,_No_No"
4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"Foreign Objects Detected: Items like coins or small clothing pieces that can block the pump or damage internal parts,_No_No"
7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Door Handles, Hinges, Locks, and Seals: Ensure the door closes securely and prevents water leaks,_No_No"
6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"Foreign Objects Detected: Items like coins or small clothing pieces that can block the pump or damage internal parts,_No_No"
4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"Foreign Objects Detected: Items like coins or small clothing pieces that can block the pump or damage internal parts,_No_No"
4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Circulation Pumps: Move water within the machine during washing, Drain Pumps: Remove water from the machine after washing cycles,_No_No"
2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Circulation Pumps: Move water within the machine during washing, Drain Pumps: Remove water from the machine after washing cycles,_No_No"
7,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Door Handles, Hinges, Locks, and Seals: Ensure the door closes securely and prevents water leaks,_No_No"
3,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Carbon brushes: Components in the motor that transfer electrical current to the rotating parts,_No_No"
7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"Foreign Objects Detected: Items like coins or small clothing pieces that can block the pump or damage internal parts,_No_No"
4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Circulation Pumps: Move water within the machine during washing, Drain Pumps: Remove water from the machine after washing cycles,_No_No"
2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Circulation Pumps: Move water within the machine during washing, Drain Pumps: Remove water from the machine after washing cycles,_No_No"
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Drain Hose and Outlet Hoses: Channels water out of the machine, Drain Systems and Inlet Hoses: Control the flow of water into and out of the machine,_No_No"
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"Foreign Objects Detected: Items like coins or small clothing pieces that can block the pump or damage internal parts,_No_No"
5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"Foreign Objects Detected: Items like coins or small clothing pieces that can block the pump or damage internal parts,_No_No"
5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Carbon brushes: Components in the motor that transfer electrical current to the rotating parts,_No_No"
5,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Heater: Heats the water to the desired temperature, Thermostats: Regulate and monitor water temperature,_No_No"
3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"Pressure Chamber and Control: Monitors water pressure, Air Hoses: Connects pressure sensors to the control unit,_No_No"
6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Mechanical or Electronic Aquastop: Prevents flooding by stopping water flow if a leak is detected, Other Inlet Valves: Control water entry into the machine,_No_No"
5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Control Electronics: Manages the overall functioning of the washing machine, including timing, cycles, and responses to user inputs,Engine Electronics: Controls the motor that drives the washing drum, Inverter Electronics: Converts direct current (DC) to alternating current (AC) to power the motor,  Relays: Electromechanical switches used to control different parts of the machine, Program Selectors or Control Panels: Interface for users to select washing programs and settings, Line Filters: Reduce electrical noise and interference, Displays: Provide visual feedback and status to the user,_No_No"
6,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,"Circulation Pumps: Move water within the machine during washing, Drain Pumps: Remove water from the machine after washing cycles,_No_No"
6,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Shock Absorbers: Dampen the movement of the drum during spin cycles to reduce noise and wear,Bearings and Ball Bearings: Support the drum and allow it to spin smoothly,//Other Unusual Failure Modes: Any other issues not covered by the above categories, such as software glitches or rare mechanical failures,_No_No"
2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,"Circulation Pumps: Move water within the machine during washing, Drain Pumps: Remove water from the machine after washing cycles,//Foreign Objects Detected: Items like coins or small clothing pieces that can block the pump or damage internal parts,_No_No"
2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Shock Absorbers: Dampen the movement of the drum during spin cycles to reduce noise and wear,Bearings and Ball Bearings: Support the drum and allow it to spin smoothly,_No_No"
3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Door Handles, Hinges, Locks, and Seals: Ensure the door closes securely and prevents water leaks,_No_No"
1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Carbon brushes: Components in the motor that transfer electrical current to the rotating parts,_No_No"
7,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"Foreign Objects Detected: Items like coins or small clothing pieces that can block the pump or damage internal parts,_No_No"
6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Mechanical or Electronic Aquastop: Prevents flooding by stopping water flow if a leak is detected, Other Inlet Valves: Control water entry into the machine,_No_No"
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"Filters in the pump to prevent debris from entering and causing blockages,_No_No"
2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"Foreign Objects Detected: Items like coins or small clothing pieces that can block the pump or damage internal parts,_No_No"
4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Carbon brushes: Components in the motor that transfer electrical current to the rotating parts,_No_No"
5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Carbon brushes: Components in the motor that transfer electrical current to the rotating parts,_No_No"
2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Carbon brushes: Components in the motor that transfer electrical current to the rotating parts,_No_No"
5,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Circulation Pumps: Move water within the machine during washing, Drain Pumps: Remove water from the machine after washing cycles,_No_No"
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Other Unusual Failure Modes: Any other issues not covered by the above categories, such as software glitches or rare mechanical failures,_No_No"
4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Door Handles, Hinges, Locks, and Seals: Ensure the door closes securely and prevents water leaks,_No_No"
2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Door Handles, Hinges, Locks, and Seals: Ensure the door closes securely and prevents water leaks,_No_No"
3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Circulation Pumps: Move water within the machine during washing, Drain Pumps: Remove water from the machine after washing cycles,_No_No"
4,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Carbon brushes: Components in the motor that transfer electrical current to the rotating parts,_No_No"
4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"Drive Belt/Pulley: Transfers power from the motor to the drum,_No_No"
2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"Foreign Objects Detected: Items like coins or small clothing pieces that can block the pump or damage internal parts,_No_No"
2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Shock Absorbers: Dampen the movement of the drum during spin cycles to reduce noise and wear,Bearings and Ball Bearings: Support the drum and allow it to spin smoothly,_No_No"
1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Circulation Pumps: Move water within the machine during washing, Drain Pumps: Remove water from the machine after washing cycles,_No_No"
7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"Foreign Objects Detected: Items like coins or small clothing pieces that can block the pump or damage internal parts,_No_No"
6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"Foreign Objects Detected: Items like coins or small clothing pieces that can block the pump or damage internal parts,_No_No"
1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Mechanical or Electronic Aquastop: Prevents flooding by stopping water flow if a leak is detected, Other Inlet Valves: Control water entry into the machine,_No_No"
1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Door Handles, Hinges, Locks, and Seals: Ensure the door closes securely and prevents water leaks,_No_No"
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Other Unusual Failure Modes: Any other issues not covered by the above categories, such as software glitches or rare mechanical failures,_No_No"
4,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Carbon brushes: Components in the motor that transfer electrical current to the rotating parts,_No_No"
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Other Unusual Failure Modes: Any other issues not covered by the above categories, such as software glitches or rare mechanical failures,_No_No"
6,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Door Handles, Hinges, Locks, and Seals: Ensure the door closes securely and prevents water leaks,_No_No"
3,0,3,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,"Door Handles, Hinges, Locks, and Seals: Ensure the door closes securely and prevents water leaks,//Drain Hose and Outlet Hoses: Channels water out of the machine, Drain Systems and Inlet Hoses: Control the flow of water into and out of the machine,//Mechanical or Electronic Aquastop: Prevents flooding by stopping water flow if a leak is detected, Other Inlet Valves: Control water entry into the machine,_No_No"
2,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Carbon brushes: Components in the motor that transfer electrical current to the rotating parts,_No_No"
3,0,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,"Door Handles, Hinges, Locks, and Seals: Ensure the door closes securely and prevents water leaks,//Mechanical or Electronic Aquastop: Prevents flooding by stopping water flow if a leak is detected, Other Inlet Valves: Control water entry into the machine,//Drive Belt/Pulley: Transfers power from the motor to the drum,//Other Unusual Failure Modes: Any other issues not covered by the above categories, such as software glitches or rare mechanical failures,_No_No"
5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Mechanical or Electronic Aquastop: Prevents flooding by stopping water flow if a leak is detected, Other Inlet Valves: Control water entry into the machine,_No_No"
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Other Unusual Failure Modes: Any other issues not covered by the above categories, such as software glitches or rare mechanical failures,_No_No"
5,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Heater: Heats the water to the desired temperature, Thermostats: Regulate and monitor water temperature,_No_No"
6,1,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Shock Absorbers: Dampen the movement of the drum during spin cycles to reduce noise and wear,Bearings and Ball Bearings: Support the drum and allow it to spin smoothly,//Circulation Pumps: Move water within the machine during washing, Drain Pumps: Remove water from the machine after washing cycles,_No_No"
6,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Carbon brushes: Components in the motor that transfer electrical current to the rotating parts,_No_No"
7,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,"Door Handles, Hinges, Locks, and Seals: Ensure the door closes securely and prevents water leaks,//Drain Hose and Outlet Hoses: Channels water out of the machine, Drain Systems and Inlet Hoses: Control the flow of water into and out of the machine,_No_No"
6,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Shock Absorbers: Dampen the movement of the drum during spin cycles to reduce noise and wear,Bearings and Ball Bearings: Support the drum and allow it to spin smoothly,_No_No"
1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Door Handles, Hinges, Locks, and Seals: Ensure the door closes securely and prevents water leaks,_No_No"
1,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Shock Absorbers: Dampen the movement of the drum during spin cycles to reduce noise and wear,Bearings and Ball Bearings: Support the drum and allow it to spin smoothly,//Door Handles, Hinges, Locks, and Seals: Ensure the door closes securely and prevents water leaks,_No_No"
7,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"Foreign Objects Detected: Items like coins or small clothing pieces that can block the pump or damage internal parts,_No_No"
6,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"Foreign Objects Detected: Items like coins or small clothing pieces that can block the pump or damage internal parts,_No_No"
3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Circulation Pumps: Move water within the machine during washing, Drain Pumps: Remove water from the machine after washing cycles,_No_No"
6,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Carbon brushes: Components in the motor that transfer electrical current to the rotating parts,_No_No"
7,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Mechanical or Electronic Aquastop: Prevents flooding by stopping water flow if a leak is detected, Other Inlet Valves: Control water entry into the machine,_No_No"
6,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Shock Absorbers: Dampen the movement of the drum during spin cycles to reduce noise and wear,Bearings and Ball Bearings: Support the drum and allow it to spin smoothly,//Mechanical or Electronic Aquastop: Prevents flooding by stopping water flow if a leak is detected, Other Inlet Valves: Control water entry into the machine,_No_No"
3,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Shock Absorbers: Dampen the movement of the drum during spin cycles to reduce noise and wear,Bearings and Ball Bearings: Support the drum and allow it to spin smoothly,//Mechanical or Electronic Aquastop: Prevents flooding by stopping water flow if a leak is detected, Other Inlet Valves: Control water entry into the machine,_No_No"
4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Engine: Drives the drum, Engine Condenser: Smooths out electrical signals to the motor, Tachogenerator: Monitors and controls drum speed,_No_No"
6,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Engine: Drives the drum, Engine Condenser: Smooths out electrical signals to the motor, Tachogenerator: Monitors and controls drum speed,_No_No"
3,0,3,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,"Circulation Pumps: Move water within the machine during washing, Drain Pumps: Remove water from the machine after washing cycles,//Drain Hose and Outlet Hoses: Channels water out of the machine, Drain Systems and Inlet Hoses: Control the flow of water into and out of the machine,//Pressure Chamber and Control: Monitors water pressure, Air Hoses: Connects pressure sensors to the control unit,_No_No"
5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Door Handles, Hinges, Locks, and Seals: Ensure the door closes securely and prevents water leaks,_No_No"
1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Control Electronics: Manages the overall functioning of the washing machine, including timing, cycles, and responses to user inputs,Engine Electronics: Controls the motor that drives the washing drum, Inverter Electronics: Converts direct current (DC) to alternating current (AC) to power the motor,  Relays: Electromechanical switches used to control different parts of the machine, Program Selectors or Control Panels: Interface for users to select washing programs and settings, Line Filters: Reduce electrical noise and interference, Displays: Provide visual feedback and status to the user,_No_No"
3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Door Handles, Hinges, Locks, and Seals: Ensure the door closes securely and prevents water leaks,_No_No"
4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Circulation Pumps: Move water within the machine during washing, Drain Pumps: Remove water from the machine after washing cycles,_No_No"
2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"Foreign Objects Detected: Items like coins or small clothing pieces that can block the pump or damage internal parts,_No_No"
7,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Carbon brushes: Components in the motor that transfer electrical current to the rotating parts,_No_No"
6,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"Foreign Objects Detected: Items like coins or small clothing pieces that can block the pump or damage internal parts,_No_No"
6,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Shock Absorbers: Dampen the movement of the drum during spin cycles to reduce noise and wear,Bearings and Ball Bearings: Support the drum and allow it to spin smoothly,_No_No"
2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"Foreign Objects Detected: Items like coins or small clothing pieces that can block the pump or damage internal parts,_No_No"
4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Drain Hose and Outlet Hoses: Channels water out of the machine, Drain Systems and Inlet Hoses: Control the flow of water into and out of the machine,_No_No"
7,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Carbon brushes: Components in the motor that transfer electrical current to the rotating parts,//Circulation Pumps: Move water within the machine during washing, Drain Pumps: Remove water from the machine after washing cycles,_No_No"
7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"Drive Belt/Pulley: Transfers power from the motor to the drum,_No_No"
7,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"Foreign Objects Detected: Items like coins or small clothing pieces that can block the pump or damage internal parts,_No_No"
1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"Foreign Objects Detected: Items like coins or small clothing pieces that can block the pump or damage internal parts,_No_No"
4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Mechanical or Electronic Aquastop: Prevents flooding by stopping water flow if a leak is detected, Other Inlet Valves: Control water entry into the machine,_No_No"
3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Shock Absorbers: Dampen the movement of the drum during spin cycles to reduce noise and wear,Bearings and Ball Bearings: Support the drum and allow it to spin smoothly,_No_No"
3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Door Handles, Hinges, Locks, and Seals: Ensure the door closes securely and prevents water leaks,_No_No"
3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Mechanical or Electronic Aquastop: Prevents flooding by stopping water flow if a leak is detected, Other Inlet Valves: Control water entry into the machine,_No_No"
2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Circulation Pumps: Move water within the machine during washing, Drain Pumps: Remove water from the machine after washing cycles,_No_No"
3,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Carbon brushes: Components in the motor that transfer electrical current to the rotating parts,_No_No"
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Other Unusual Failure Modes: Any other issues not covered by the above categories, such as software glitches or rare mechanical failures,_No_No"
3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"Foreign Objects Detected: Items like coins or small clothing pieces that can block the pump or damage internal parts,_No_No"
7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Control Electronics: Manages the overall functioning of the washing machine, including timing, cycles, and responses to user inputs,Engine Electronics: Controls the motor that drives the washing drum, Inverter Electronics: Converts direct current (DC) to alternating current (AC) to power the motor,  Relays: Electromechanical switches used to control different parts of the machine, Program Selectors or Control Panels: Interface for users to select washing programs and settings, Line Filters: Reduce electrical noise and interference, Displays: Provide visual feedback and status to the user,_No_No"
2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"Foreign Objects Detected: Items like coins or small clothing pieces that can block the pump or damage internal parts,_No_No"
7,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Circulation Pumps: Move water within the machine during washing, Drain Pumps: Remove water from the machine after washing cycles,_No_No"
3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"Foreign Objects Detected: Items like coins or small clothing pieces that can block the pump or damage internal parts,_No_No"
4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Engine: Drives the drum, Engine Condenser: Smooths out electrical signals to the motor, Tachogenerator: Monitors and controls drum speed,_No_No"
6,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Carbon brushes: Components in the motor that transfer electrical current to the rotating parts,//Shock Absorbers: Dampen the movement of the drum during spin cycles to reduce noise and wear,Bearings and Ball Bearings: Support the drum and allow it to spin smoothly,_No_No"
7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"Drive Belt/Pulley: Transfers power from the motor to the drum,_No_No"
3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Control Electronics: Manages the overall functioning of the washing machine, including timing, cycles, and responses to user inputs,Engine Electronics: Controls the motor that drives the washing drum, Inverter Electronics: Converts direct current (DC) to alternating current (AC) to power the motor,  Relays: Electromechanical switches used to control different parts of the machine, Program Selectors or Control Panels: Interface for users to select washing programs and settings, Line Filters: Reduce electrical noise and interference, Displays: Provide visual feedback and status to the user,_No_No"
2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Shock Absorbers: Dampen the movement of the drum during spin cycles to reduce noise and wear,Bearings and Ball Bearings: Support the drum and allow it to spin smoothly,//Other Unusual Failure Modes: Any other issues not covered by the above categories, such as software glitches or rare mechanical failures,_No_No"
5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,"Detergent Drawer and Hose: Dispenses detergent into the machine,//Other Unusual Failure Modes: Any other issues not covered by the above categories, such as software glitches or rare mechanical failures,_No_No"
2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Carbon brushes: Components in the motor that transfer electrical current to the rotating parts,_No_No"
6,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"Shock Absorbers: Dampen the movement of the drum during spin cycles to reduce noise and wear,Bearings and Ball Bearings: Support the drum and allow it to spin smoothly,//Foreign Objects Detected: Items like coins or small clothing pieces that can block the pump or damage internal parts,_No_No"
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"Foreign Objects Detected: Items like coins or small clothing pieces that can block the pump or damage internal parts,_No_No"
2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Door Handles, Hinges, Locks, and Seals: Ensure the door closes securely and prevents water leaks,_No_No"
5,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Heater: Heats the water to the desired temperature, Thermostats: Regulate and monitor water temperature,_No_No"
